Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,weekday,No_of_Week
14.0,55,0,8,0,19,0.0,238.0,9.0,1903.0,3773.0,3078.2421449999997,9,2015,4,39
30.0,198,1,9,0,29,0.0,620.0,17.0,2796.0,3359.0,3693.473175,9,2015,3,39
11.0,220,1,5,0,42,0.0,220.0,16.0,3105.0,4961.0,4232.18952,5,2015,3,21
38.0,3,0,8,0,64,,290.0,8.0,1898.0,3581.0,3001.3731,9,2015,5,39
5.0,294,0,4,2,58,0.0,283.0,14.0,2150.0,7672.0,5167.594368,3,2016,2,13
9.0,57,1,7,0,47,0.0,312.0,14.0,4016.0,7774.0,6175.4724,5,2015,4,19
42.0,14,1,5,0,34,0.0,235.0,12.0,2838.0,3824.0,3561.075,1,2016,0,4
20.0,55,0,9,0,30,0.0,593.0,10.0,3899.0,5242.0,5155.149825,3,2016,0,10
25.0,40,0,1,0,32,0.0,118.0,8.0,3632.0,11101.9248046875,5269.922175,5,2015,4,19
14.0,3,1,8,0,90,0.0,299.0,5.0,2701.0,3493.0,3348.62528,2,2016,5,7
34.0,55,0,3,0,88,0.0,284.0,13.0,4498.0,6654.0,5782.7616,5,2015,3,19
11.0,108,1,7,0,68,0.0,253.0,13.0,1793.0,3000.0,2626.0938,12,2015,0,50
37.0,294,1,9,2,51,0.0,474.0,14.0,1297.0,9200.0,5693.17896,3,2016,1,13
17.0,469,1,3,0,35,0.0,203.0,13.0,4821.0,6969.0,6090.39585,5,2015,4,19
24.0,320,0,4,0,9,0.0,287.0,16.0,986.0,3483.0,2524.8274920000003,8,2015,3,34
5.0,198,1,10,2,70,0.0,355.0,15.0,4262.0,6687.0,5779.3329,8,2015,5,33
1.0,35,1,5,2,44,0.0,266.0,11.0,6607.0,12936.0,9983.9412,5,2015,1,19
33.0,65,0,2,0,44,0.0,,9.0,1049.0,3064.0,2156.45976,9,2015,1,39
33.0,463,0,9,0,8,0.0,623.0,14.0,1956.0,4971.0,4090.940865,1,2015,6,3
43.0,11,1,2,3,79,0.0,139.0,7.0,672.0,1290.0,1109.4831,3,2016,2,13
5.0,93,0,10,2,3,0.0,362.0,12.0,1552.0,4386.0,3334.226544,12,2015,6,49
39.0,268,0,7,2,77,0.0,256.0,12.0,940.0,3253.0,2331.4698,1,2016,2,1
25.0,423,1,8,0,44,0.0,281.0,6.0,3560.0,7890.0,5970.979584000001,5,2015,2,19
20.0,443,1,8,0,8,0.0,234.0,2.0,3302.0,5302.0,4536.406314,8,2015,5,34
30.0,443,1,6,0,72,0.0,188.0,3.0,3788.0,4754.0,4415.6772,9,2015,4,39
4.0,58,1,10,0,29,0.0,357.0,16.0,6762.0,9718.0,8588.65455,12,2015,3,49
49.0,65,1,9,2,49,0.0,627.0,7.0,3433.0,5392.0,5010.317424,11,2015,5,46
11.0,24,1,3,0,9,1.0,296.0,7.0,6924.0,9180.0,1252.9206954,3,2016,6,11
1.0,139,0,6,0,26,0.0,132.0,2.0,2823.0,5754.0,4410.3066,3,2016,1,13
5.0,256,1,7,0,56,0.0,260.0,10.0,3526.0,24894.0,14391.511056,3,2016,0,13
35.0,94,1,7,0,20,0.0,331.0,17.0,805.0,5759.0,3537.16195,3,2016,1,13
33.0,24,1,6,0,69,0.0,127.0,5.0,5725.0,7478.0,6664.482,3,2016,4,10
9.0,443,1,9,0,49,0.0,497.0,5.0,3521.0,5107.0,4782.355775999999,9,2015,4,39
32.0,23,0,10,0,82,0.0,369.0,11.0,2480.0,3949.0,3535.386624,5,2015,3,19
30.0,83,0,1,1,10,0.0,120.0,10.0,4769.0,9881.0,7451.574768,3,2016,1,13
44.0,204,1,7,0,5,0.0,322.0,14.0,3589.0,9931.0,7090.750854000001,3,2016,0,13
29.0,443,1,8,0,44,0.0,207.0,8.0,3740.0,5177.0,4639.187952,1,2016,5,3
2.0,176,0,4,0,35,0.0,286.0,15.0,2327.0,4234.0,3562.49145,2,2016,2,8
32.0,100,1,8,0,62,0.0,233.0,7.0,1112.0,3465.0,,9,2015,1,39
34.0,446,1,7,0,33,0.0,266.0,12.0,4612.0,6979.0,6053.278875,11,2015,5,46
10.0,358,1,10,3,11,0.0,375.0,12.0,3919.0,16124.0,10407.489147,5,2015,3,21
49.0,268,0,6,2,21,0.0,172.0,8.0,1829.0,4134.0,3148.000275,3,2016,1,10
33.0,451,0,9,0,73,0.0,,10.0,4556.0,6196.0,5960.1762,9,2015,1,39
38.0,23,0,5,2,81,1.0,277.0,10.0,3372.0,11447.0,1137.4676544000001,9,2015,5,39
23.0,58,1,3,0,41,0.0,,8.0,3348.0,4566.0,4205.084112,11,2015,5,46
6.0,268,1,6,2,52,0.0,152.0,9.0,1738.0,4744.0,3374.186112,3,2016,0,10
24.0,57,0,1,0,80,1.0,150.0,7.0,3318.0,7839.0,840.51315,3,2016,6,9
3.0,141,1,10,0,36,0.0,368.0,14.0,2497.0,3378.0,3301.335975,9,2015,4,39
39.0,444,1,1,1,82,0.0,114.0,17.0,4674.0,6165.0,5462.894976,8,2015,5,34
24.0,69,1,5,0,13,0.0,283.0,15.0,1876.0,7690.0,5072.662683,11,2015,5,47
25.0,451,1,5,0,96,0.0,281.0,10.0,3627.0,5097.0,4580.438016,8,2015,6,34
7.0,113,1,3,0,64,0.0,271.0,12.0,895.0,4778.0,3079.7909999999997,8,2015,4,34
50.0,458,1,1,0,78,0.0,139.0,5.0,7517.0,9580.0,8604.8523,3,2016,5,9
6.0,105,1,3,0,65,0.0,301.0,14.0,612.0,3078.0,2127.0942,8,2015,2,34
8.0,452,0,4,0,62,0.0,225.0,17.0,3040.0,7105.62841796875,3935.1114,9,2015,2,39
34.0,147,1,2,2,65,0.0,144.0,7.0,945.0,2191.0,1695.969,9,2015,1,39
34.0,94,0,8,0,31,0.0,266.0,1.0,1075.0,5670.0,3629.7429,3,2016,1,13
29.0,137,1,10,0,40,0.0,391.0,17.0,5032.0,17946.0,11631.790575,3,2016,6,12
12.0,57,1,4,0,21,0.0,250.0,16.0,2796.0,7283.0,5284.3161,5,2015,3,19
23.0,113,0,3,0,37,0.0,267.0,9.0,1240.0,3234.0,2499.744975,9,2015,3,39
25.0,452,1,10,0,49,0.0,354.0,14.0,3769.0,5044.0,4736.163312,11,2015,5,46
18.0,441,0,10,0,34,0.0,399.0,15.0,3402.0,4879.0,4534.345725,9,2015,4,39
12.0,70,1,9,2,53,0.0,495.0,5.0,889.0,2592.0,2222.057232,8,2015,2,34
42.0,443,1,2,0,56,0.0,,8.0,3766.0,5514.0,4724.279856,9,2015,4,39
49.0,39,1,9,3,8,0.0,455.0,5.0,3711.0,12580.0,8603.709543,12,2015,5,49
47.0,358,1,4,3,87,0.0,290.0,16.0,3273.0,14835.0,9223.727744,5,2015,2,19
22.0,74,1,6,0,87,1.0,167.0,5.0,7935.0,10961.0,1422.1794048,8,2015,1,34
41.0,441,1,4,0,46,0.0,262.0,13.0,3529.0,10075.7216796875,4995.015984000001,8,2015,6,34
19.0,87,1,1,0,71,0.0,142.0,9.0,4415.0,9978.046875,5300.1531,8,2015,1,34
43.0,191,0,8,2,81,0.0,244.0,,3594.0,5878.0,4908.751232,11,2015,1,47
49.0,447,0,1,0,26,0.0,108.0,11.0,3100.0,3906.0,3605.812875,9,2015,3,39
12.0,3,0,3,0,26,0.0,202.0,8.0,3899.0,6380.0,5332.245975,3,2016,2,13
10.0,156,1,5,0,32,1.0,281.0,10.0,6242.0,8596.0,1153.2227175,3,2016,6,12
20.0,320,0,4,0,64,0.0,299.0,14.0,12449.0,15235.0,14018.7762,3,2016,1,11
45.0,103,0,1,1,99,0.0,137.0,,10430.0,22841.349609375,12653.093376,11,2015,2,47
43.0,58,0,9,1,87,0.0,594.0,14.0,3141.0,4297.0,4256.027776,9,2015,5,39
19.0,1,0,10,0,80,1.0,373.0,13.0,226.0,3941.0,360.58166625,1,2016,3,1
45.0,121,0,2,0,24,0.0,128.0,5.0,1212.0,3605.0,2531.35575,1,2016,0,1
46.0,14,1,10,0,50,0.0,380.0,17.0,4126.0,6020.0,5426.665632,3,2016,1,13
30.0,198,1,9,0,57,0.0,,14.0,2122.0,3032.0,3083.746896,9,2015,2,39
49.0,23,1,1,2,57,0.0,161.0,9.0,3182.0,15654.84375,6590.866752,9,2015,5,39
5.0,27,1,3,0,49,0.0,300.0,9.0,3622.0,9348.0,6747.378623999999,3,2016,1,13
31.0,116,0,4,0,47,0.0,264.0,12.0,3896.0,5035.0,4704.556896,3,2016,1,13
37.0,320,0,10,0,64,0.0,397.0,17.0,2427.0,6312.0,4726.1907,5,2015,3,19
35.0,451,1,3,0,47,0.0,304.0,11.0,5206.0,6858.0,6302.047104,11,2015,1,47
15.0,23,1,9,1,85,1.0,484.0,8.0,3019.0,6035.0,741.3614208,5,2015,4,19
31.0,24,0,3,0,55,0.0,296.0,14.0,7488.0,9771.0,8880.379487999999,3,2016,1,13
47.0,205,1,7,0,27,0.0,317.0,9.0,1816.0,2753.0,2597.0511,9,2015,2,39
18.0,469,1,7,0,43,0.0,269.0,15.0,5009.0,6784.0,6134.824224,5,2015,5,19
11.0,416,1,5,2,3,0.0,249.0,14.0,3614.0,10412.0,7271.092818000001,3,2016,1,13
44.0,116,1,6,0,61,0.0,163.0,4.0,3022.0,3652.0,3466.3167,3,2016,1,13
6.0,11,0,1,3,67,0.0,138.0,13.0,572.0,1171.0,1000.5237,8,2015,2,34
16.0,93,1,10,2,95,0.0,363.0,16.0,2819.0,5688.0,4556.7343359999995,2,2016,5,7
50.0,55,1,10,0,36,1.0,355.0,14.0,2332.0,6034.0,679.8750525,3,2016,0,10
4.0,447,1,8,0,94,0.0,222.0,5.0,4740.0,6437.0,5729.578624,5,2015,6,21
25.0,461,0,8,0,84,0.0,221.0,6.0,2832.0,4205.0,3687.730816,11,2014,0,45
16.0,0,1,9,0,50,0.0,511.0,10.0,6503.0,9042.0,8238.205872,3,2016,0,12
1.0,27,1,5,0,80,1.0,205.0,13.0,5598.0,8507.0,1065.47548875,3,2016,6,12
25.0,443,0,7,0,49,1.0,262.0,6.0,5530.0,12061.2109375,1025.8378488,8,2015,6,33
15.0,3,1,4,0,72,0.0,296.0,14.0,2380.0,5074.0,3987.9378,5,2015,1,19
13.0,57,0,5,0,44,0.0,200.0,14.0,5183.0,7909.0,6711.926976000001,3,2016,2,13
21.0,39,0,4,3,76,0.0,202.0,17.0,4805.0,12363.0,8712.5841,8,2015,2,34
32.0,358,0,1,3,79,0.0,134.0,9.0,2612.0,14496.0,8608.743,5,2015,6,18
2.0,358,0,7,3,60,1.0,318.0,5.0,2661.0,7627.0,801.24257625,1,2016,2,1
35.0,358,0,3,3,17,0.0,319.0,,2087.0,9464.0,6099.090029999999,9,2015,3,39
28.0,234,1,8,1,84,0.0,278.0,4.0,14431.0,24362.0,19398.835456,3,2016,0,13
9.0,447,1,6,0,62,0.0,114.0,10.0,3321.0,4680.0,4077.315,9,2015,1,39
27.0,315,1,10,2,8,0.0,,13.0,2666.0,6908.0,5183.701578,5,2015,4,19
26.0,452,1,7,0,32,0.0,340.0,10.0,2552.0,3495.0,3358.1037,9,2015,1,39
33.0,3,1,5,0,92,0.0,255.0,16.0,2858.0,3605.0,3441.3899520000004,2,2016,4,5
44.0,98,0,8,0,41,1.0,266.0,1.0,997.0,2355.0,289.4610168,9,2015,3,39
12.0,451,1,5,0,4,0.0,292.0,14.0,8345.0,12144.0,10549.784916,12,2015,4,49
13.0,141,1,10,0,26,0.0,372.0,13.0,3559.0,4838.0,4564.5201,5,2015,2,19
27.0,137,1,4,0,92,0.0,235.0,12.0,4344.0,7316.0,5984.5632,5,2015,4,19
48.0,294,0,6,2,13,0.0,137.0,9.0,1558.0,5413.48046875,2663.503623,9,2015,4,39
2.0,24,0,6,0,44,1.0,127.0,4.0,3977.0,5631.0,735.2023968,1,2016,3,1
23.0,275,1,6,0,32,0.0,127.0,8.0,1301.0,5112.0,3327.729825,8,2015,2,34
16.0,403,1,3,0,57,0.0,223.0,5.0,1731.0,2924.0,2535.329376,8,2015,6,34
16.0,11,0,10,3,9,0.0,369.0,14.0,464.0,1021.0,1112.428746,8,2015,2,34
26.0,141,1,5,0,1,0.0,274.0,16.0,4186.0,4755.0,4751.174835,5,2015,3,19
2.0,452,1,4,0,9,0.0,296.0,15.0,7016.0,9908.0,8769.812931,11,2015,4,47
3.0,443,1,2,0,23,0.0,109.0,9.0,3897.0,5452.0,4775.740725,5,2015,1,19
46.0,198,0,7,2,50,0.0,314.0,9.0,2321.0,2920.0,2918.064096,9,2015,1,39
2.0,106,1,2,0,91,1.0,128.0,6.0,1336.0,10374.0,885.0456383999999,3,2016,0,13
29.0,283,1,4,0,26,0.0,271.0,14.0,5258.0,7226.0,6505.43565,5,2015,4,19
38.0,152,0,6,0,1,0.0,119.0,7.0,1549.0,2312.0,2050.644915,9,2015,4,39
21.0,58,0,2,1,35,0.0,108.0,6.0,,4171.0,3677.932125,9,2015,3,39
47.0,14,1,9,0,60,0.0,633.0,15.0,4938.0,7136.0,6528.78115,11,2015,5,46
43.0,110,1,6,0,44,0.0,168.0,3.0,3016.0,3941.0,3624.1957439999996,12,2015,4,49
28.0,462,0,6,3,48,0.0,101.0,9.0,720.0,1163.0,1036.67256,3,2016,1,9
35.0,447,1,10,0,67,0.0,397.0,13.0,2837.0,4193.0,3877.4043,9,2015,3,39
10.0,74,1,8,0,55,0.0,289.0,1.0,6293.0,8677.0,7724.9916,3,2016,1,13
37.0,55,0,7,0,18,1.0,261.0,5.0,3471.0,4688.0,651.3158619,2,2016,4,8
33.0,268,1,2,2,63,0.0,124.0,7.0,2660.0,5514.0,4171.7214,5,2015,5,19
34.0,152,1,8,0,36,0.0,246.0,2.0,1607.0,2164.0,2126.5503,11,2015,0,49
3.0,57,0,6,0,63,1.0,163.0,5.0,3113.0,4808.0,612.63378,3,2016,1,9
24.0,358,1,9,3,56,0.0,460.0,10.0,7369.0,21076.0,14602.660992,3,2016,0,13
16.0,448,0,2,0,63,0.0,105.0,,3677.0,5585.0,4690.9368,5,2015,2,19
47.0,445,0,8,0,4,0.0,204.0,8.0,5158.0,7212.0,6393.310605,3,2016,1,9
34.0,205,1,9,0,11,1.0,623.0,11.0,4682.0,7511.0,1008.83060685,5,2015,4,19
44.0,186,0,8,2,66,0.0,211.0,1.0,3758.0,5559.0,4821.2703,2,2016,0,8
14.0,11,0,1,3,56,1.0,111.0,17.0,381.0,1307.0,142.54632719999998,1,2016,1,1
7.0,450,1,6,0,89,1.0,167.0,10.0,2991.0,4981.0,614.5694016,2,2014,1,9
24.0,452,1,1,0,3,0.0,133.0,5.0,3507.0,4317.0,4046.555304,9,2015,5,39
20.0,452,1,3,0,37,0.0,231.0,9.0,5438.0,7992.0,6934.6599,8,2015,0,34
42.0,93,1,4,1,46,0.0,231.0,17.0,1781.0,7412.0,4804.3640159999995,8,2015,2,34
15.0,350,1,6,1,27,0.0,124.0,5.0,4811.0,7555.0,6294.314775,2,2016,4,5
3.0,113,0,1,0,34,0.0,132.0,6.0,1330.0,3190.0,2387.3766,8,2015,6,34
14.0,35,1,2,0,76,0.0,132.0,8.0,2172.0,3185.0,2784.5136,3,2016,1,13
49.0,98,0,7,0,63,0.0,327.0,17.0,1639.0,4248.0,3242.745,3,2016,2,13
31.0,437,0,2,0,47,0.0,139.0,7.0,4479.0,6284.0,5488.914672,5,2015,3,19
36.0,350,1,3,1,35,0.0,303.0,6.0,9848.0,16958.0,13679.7549,11,2015,5,47
32.0,275,0,8,0,13,0.0,235.0,2.0,1758.0,8068.0,5148.465102,3,2016,1,13
11.0,451,0,6,0,56,0.0,124.0,1.0,5085.0,6751.0,6003.917424,11,2015,1,47
19.0,149,0,5,0,5,0.0,234.0,11.0,7782.0,10792.0,9530.266878,8,2015,6,33
9.0,104,1,3,0,54,0.0,335.0,8.0,1685.0,5342.0,3826.661616,2,2016,3,7
3.0,443,0,1,0,91,0.0,143.0,7.0,4479.0,7014.0,5808.6533119999995,2,2016,2,6
13.0,220,0,7,2,69,0.0,320.0,12.0,3849.0,5553.0,4976.3736,1,2016,0,3
41.0,452,1,3,0,8,0.0,230.0,10.0,3153.0,4278.0,3948.8250780000003,9,2015,4,39
28.0,134,0,2,0,1,0.0,116.0,6.0,2982.0,4867.0,4042.445715,9,2015,2,39
2.0,283,1,1,0,39,0.0,141.0,10.0,4614.0,9396.0,7135.1175,7,2015,6,30
50.0,423,1,7,0,97,1.0,326.0,10.0,5389.0,10686.0,1237.6484736,8,2015,1,34
19.0,350,0,6,1,34,0.0,101.0,8.0,7075.0,11405.0,9325.019025,8,2015,6,33
3.0,447,0,10,0,39,0.0,350.0,11.0,5802.0,8515.0,7497.579075,8,2015,2,34
48.0,268,0,10,2,29,0.0,354.0,13.0,1286.0,3652.0,2819.144475,2,2016,0,8
21.0,469,1,4,0,29,0.0,248.0,12.0,3292.0,4509.0,4142.79705,9,2015,5,39
42.0,275,0,6,0,23,0.0,109.0,4.0,3144.0,4133.0,3739.5876,11,2014,5,44
6.0,452,1,2,0,42,0.0,,9.0,4116.0,5222.0,4787.36352,5,2015,2,19
35.0,320,0,4,0,7,1.0,243.0,14.0,10161.0,16981.0,2074.742505,3,2016,1,11
2.0,14,1,7,0,33,1.0,284.0,6.0,4483.0,6614.0,873.18606375,8,2015,0,34
33.0,452,0,5,0,71,0.0,297.0,10.0,4350.0,5476.0,5162.7609,2,2016,3,6
28.0,57,0,1,0,73,0.0,131.0,11.0,4145.0,7909.0,6102.9837,3,2016,1,10
49.0,58,0,2,0,45,0.0,129.0,5.0,4999.0,6625.0,5905.868976,8,2015,0,34
42.0,358,1,7,3,99,0.0,267.0,6.0,5500.0,19943.0,12808.985728,3,2016,0,13
18.0,24,0,1,0,56,0.0,137.0,15.0,6649.0,9357.0,8099.8272,8,2015,2,34
37.0,236,1,3,0,14,0.0,249.0,7.0,2018.0,6059.0,4289.9009670000005,9,2015,2,39
20.0,198,1,10,2,59,0.0,382.0,15.0,5078.0,6384.0,6082.42176,8,2015,6,33
45.0,211,1,2,0,70,0.0,115.0,7.0,5670.0,8318.0,7042.7609999999995,8,2015,2,34
47.0,249,1,2,0,66,0.0,134.0,5.0,3227.0,5585.0,4496.778,3,2016,2,13
32.0,10,1,9,3,24,0.0,533.0,17.0,1104.0,2558.0,2361.192225,8,2015,6,33
22.0,94,0,1,2,22,0.0,156.0,6.0,1018.0,5658.0,3487.26,3,2016,1,10
3.0,167,1,2,0,16,1.0,135.0,8.0,4345.0,6525.0,836.06888475,5,2015,4,19
1.0,3,0,3,0,19,0.0,260.0,6.0,2382.0,3179.0,3041.8657829999997,9,2015,4,39
5.0,36,1,1,0,65,0.0,142.0,10.0,9728.0,23539.61328125,11367.0117,5,2015,5,19
33.0,0,1,6,0,61,0.0,197.0,10.0,2812.0,4772.0,3952.8621,4,2015,2,17
38.0,162,1,5,1,3,0.0,214.0,14.0,8921.0,12782.0,11079.581931,11,2015,2,47
33.0,14,0,4,0,78,0.0,261.0,14.0,3567.0,4552.0,4282.9182,9,2015,4,39
42.0,452,1,4,2,93,0.0,213.0,13.0,6393.0,9082.0,7845.927936,11,2015,3,47
25.0,65,1,8,2,5,0.0,281.0,4.0,4953.0,6911.0,6214.748463,5,2015,5,21
6.0,80,1,1,2,74,1.0,163.0,8.0,1641.0,4546.0,483.957045,9,2015,2,39
23.0,444,1,6,1,100,1.0,189.0,2.0,5503.0,7235.0,961.75296375,7,2015,3,30
41.0,57,0,7,0,67,1.0,315.0,6.0,3459.0,7621.0,869.96052,2,2016,2,8
26.0,113,1,3,0,55,1.0,202.0,13.0,303.0,1052.0,131.2118352,11,2015,5,46
43.0,64,1,10,2,17,0.0,382.0,17.0,1117.0,2142.0,2014.068573,8,2015,2,34
42.0,55,0,3,0,15,0.0,271.0,9.0,2690.0,5997.0,4617.9481590000005,2,2016,6,5
1.0,437,1,6,0,62,0.0,116.0,7.0,4480.0,6401.0,5504.7069,5,2015,5,19
17.0,186,1,6,0,18,0.0,179.0,4.0,5947.0,9415.0,7862.283693,3,2016,4,11
20.0,68,0,5,0,6,0.0,213.0,12.0,1566.0,4537.0,3267.833184,9,2015,5,39
15.0,268,1,2,2,47,0.0,108.0,9.0,707.0,3255.0,2077.399008,9,2015,2,39
40.0,82,1,2,0,35,0.0,104.0,8.0,1674.0,2426.0,2150.2509,8,2015,1,34
50.0,451,1,8,0,4,0.0,230.0,1.0,5066.0,6435.0,5980.481892,9,2015,5,39
28.0,289,1,10,2,21,1.0,369.0,16.0,1825.0,5008.0,567.22388625,1,2016,6,53
16.0,14,0,8,0,40,0.0,287.0,6.0,3153.0,3919.0,3739.0548,9,2015,3,39
20.0,101,1,1,0,100,1.0,152.0,10.0,1182.0,1866.0,245.96637,1,2016,6,53
23.0,423,1,6,0,40,0.0,105.0,11.0,3432.0,7592.0,5496.54115,5,2015,2,19
8.0,456,1,7,0,57,0.0,286.0,15.0,1453.0,3643.0,,9,2015,4,39
13.0,24,1,8,0,14,1.0,222.0,5.0,6998.0,9767.0,1291.17436965,3,2016,3,12
10.0,447,0,7,0,17,0.0,,11.0,5272.0,10281.0,8061.243795,11,2015,3,47
48.0,294,1,3,2,42,0.0,304.0,7.0,1587.0,19717.0,10893.293856,3,2016,0,13
45.0,110,1,8,0,4,0.0,,9.0,668.0,1942.0,1562.013783,8,2015,4,34
31.0,23,0,1,2,95,0.0,158.0,6.0,1253.0,6277.0,3868.736256,9,2015,5,39
28.0,24,1,10,0,86,0.0,353.0,13.0,3476.0,4839.0,4450.87104,5,2015,1,19
25.0,3,1,8,0,61,0.0,209.0,4.0,1465.0,3080.0,2457.5859,1,2016,5,53
12.0,446,0,2,0,2,0.0,,9.0,6857.0,9244.0,8173.932525,8,2015,2,34
20.0,350,1,6,1,61,0.0,101.0,11.0,6948.0,11367.0,9175.8843,11,2015,1,47
20.0,447,1,9,0,25,0.0,545.0,14.0,4436.0,6007.0,5759.375475,9,2015,0,38
10.0,23,1,2,2,1,0.0,131.0,8.0,2372.0,10248.0,6445.405395000001,9,2015,4,39
1.0,141,1,8,0,13,0.0,204.0,8.0,4148.0,5710.0,5136.426306,8,2015,5,33
32.0,186,1,4,0,47,0.0,225.0,16.0,6601.0,9968.0,8468.214336,3,2016,4,11
14.0,152,1,5,0,1,0.0,256.0,14.0,2078.0,2740.0,2668.1031629999998,9,2015,3,39
28.0,1,1,4,0,1,0.0,208.0,16.0,2614.0,4891.0,3966.10335,5,2015,2,19
37.0,186,0,1,0,3,0.0,126.0,17.0,3114.0,5248.0,4313.678589,3,2016,6,9
50.0,65,1,1,2,86,0.0,156.0,7.0,7461.0,10770.0,9144.278528,3,2016,1,13
23.0,220,1,10,0,18,0.0,351.0,14.0,3318.0,4792.0,4411.238832,5,2015,1,19
21.0,220,1,9,0,86,0.0,500.0,14.0,7318.0,9671.0,8876.697984,3,2016,0,13
39.0,13,0,8,3,79,0.0,294.0,5.0,478.0,2630.0,1830.2922,5,2015,2,19
19.0,471,1,6,2,47,0.0,118.0,1.0,2352.0,3616.0,3082.44528,1,2016,1,4
18.0,452,1,10,0,17,0.0,393.0,11.0,4093.0,5354.0,5121.18783,1,2016,3,4
46.0,452,1,6,0,62,1.0,146.0,7.0,5500.0,10184.421875,951.8671800000001,8,2015,0,34
2.0,451,0,3,0,13,0.0,347.0,7.0,3528.0,4616.0,4421.407815,1,2016,0,3
47.0,447,1,7,0,52,1.0,305.0,7.0,2694.0,4081.0,550.6834248,9,2015,4,39
10.0,58,0,5,1,33,0.0,272.0,15.0,2902.0,3935.0,3686.390925,5,2015,4,19
43.0,423,0,4,0,44,0.0,200.0,17.0,4240.0,15783.8017578125,6946.784208,5,2015,3,19
1.0,65,1,4,2,57,0.0,285.0,16.0,4684.0,6872.0,6033.377664,5,2015,3,20
21.0,0,1,4,0,12,1.0,273.0,13.0,2902.0,10800.0,1069.82950635,3,2016,0,12
20.0,358,1,5,3,54,0.0,205.0,10.0,4119.0,12977.0,8705.47608,8,2015,1,34
41.0,452,0,1,0,72,0.0,119.0,15.0,4761.0,6546.0,5723.1702,2,2016,3,8
31.0,186,0,6,0,83,0.0,161.0,2.0,2183.0,3461.0,2940.596736,9,2015,5,39
13.0,50,0,8,0,22,0.0,289.0,8.0,944.0,1622.0,1569.097425,1,2016,3,1
17.0,358,1,9,3,11,0.0,646.0,7.0,3975.0,9367.0,7320.937833,11,2015,5,47
49.0,358,1,10,3,93,0.0,365.0,12.0,5753.0,14282.0,10244.838912000001,5,2015,1,19
41.0,407,1,3,0,42,0.0,344.0,5.0,2723.0,4479.0,3921.5404799999997,5,2015,1,19
34.0,55,1,4,0,72,0.0,213.0,17.0,4977.0,11354.90234375,6093.5292,5,2015,5,19
23.0,2,1,8,1,76,0.0,283.0,8.0,3228.0,5389.0,4549.0005,8,2015,3,34
31.0,62,1,4,0,33,0.0,236.0,15.0,9672.0,12251.0,11185.90515,3,2016,0,12
40.0,116,1,5,0,53,0.0,270.0,15.0,1404.0,1776.0,1850.460768,8,2015,4,34
37.0,188,1,9,0,3,0.0,569.0,6.0,4486.0,6241.0,5935.1264280000005,5,2015,2,21
31.0,94,1,5,2,66,0.0,209.0,11.0,4851.0,11163.0,8142.5619,3,2016,5,12
2.0,70,0,8,2,95,1.0,295.0,7.0,5609.0,7437.0,1008.6487488,2,2016,0,8
30.0,3,1,4,0,36,0.0,216.0,17.0,3317.0,5668.0,4704.34965,3,2016,6,9
15.0,35,0,2,2,2,0.0,103.0,6.0,1891.0,7346.0,4723.797573,5,2015,1,19
14.0,268,1,10,2,23,1.0,380.0,12.0,2303.0,5361.0,630.908775,5,2015,4,19
20.0,23,1,7,1,12,0.0,323.0,5.0,3043.0,9125.3974609375,4480.631892,9,2015,1,39
34.0,451,1,5,0,33,0.0,221.0,14.0,8608.0,11316.0,10171.457625,11,2015,5,47
16.0,58,1,10,0,22,0.0,376.0,11.0,7268.0,9474.0,8734.319475,3,2016,0,13
19.0,14,1,8,0,95,1.0,248.0,5.0,2749.0,3702.0,513.7602624,1,2016,0,1
25.0,62,1,2,0,63,1.0,118.0,9.0,245.0,626.0,82.25266500000001,8,2015,2,34
5.0,55,0,8,0,26,1.0,249.0,2.0,3406.0,6435.0,773.63307,2,2016,3,8
49.0,452,1,9,0,23,0.0,646.0,,4802.0,7028.0,6548.72715,8,2015,6,33
36.0,436,1,6,0,72,0.0,129.0,9.0,2413.0,5268.0,3933.2304,1,2016,5,3
28.0,14,1,9,0,56,0.0,460.0,8.0,4336.0,5498.0,5346.492048,5,2015,2,21
44.0,448,1,1,0,40,0.0,107.0,5.0,2450.0,3295.0,2913.86885,1,2016,0,4
14.0,65,0,1,2,84,0.0,147.0,7.0,3446.0,6686.0,5141.43168,11,2015,1,47
37.0,451,1,2,0,32,0.0,129.0,8.0,3393.0,4584.0,4110.388275,1,2016,5,3
35.0,268,1,6,2,21,0.0,137.0,7.0,1026.0,3453.0,,9,2015,3,39
19.0,470,0,6,0,82,0.0,148.0,4.0,581.0,1003.0,926.779392,5,2015,1,19
50.0,268,1,2,2,6,0.0,116.0,6.0,773.0,3549.0,2278.07217,9,2015,2,39
5.0,57,0,3,0,69,0.0,303.0,5.0,5595.0,10794.0,8416.584,3,2016,1,11
30.0,165,1,3,0,48,0.0,291.0,13.0,4780.0,6609.0,5954.54544,8,2015,5,33
49.0,367,1,4,0,10,0.0,208.0,13.0,2363.0,5265.0,4026.557304,2,2014,1,9
8.0,70,1,3,2,72,0.0,250.0,5.0,1081.0,3323.0,2428.569,8,2015,6,34
46.0,454,0,2,0,41,0.0,107.0,7.0,1489.0,3116.0,2395.678896,8,2015,6,34
